lat,lon,depth,mag,remark,strike1,dip1,rake1,strike2,dip2,rake2
-0.17,122.89,32,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.14,131,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.12,123.75,157,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.59,121.85,10,1.7,Minahassa Peninsula - Sulawesi,,,,,,
0.39,122.26,138,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.01,124.15,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
1.34,121.33,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.13,121.73,125,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.48,121.24,52,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.37,119,3.1,Minahassa Peninsula - Sulawesi,,,,,,
1.20,123.93,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.52,120.85,18,4.6,Minahassa Peninsula - Sulawesi,,,,,,
0.07,124.41,63,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.80,119.67,14,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.72,121.32,38,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,122.96,176,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.77,122.40,37,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.14,128,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.16,122.48,133,2.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.78,121.99,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.69,121.52,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.75,121.60,31,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.77,121.60,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.77,121.60,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.84,121.60,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.76,121.48,20,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.04,119.77,16,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.81,121.52,10,5.8,Minahassa Peninsula - Sulawesi,318.8,78.7,-3.1,49.44,87.0,-168.7
-0.81,121.52,10,5.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.55,121.50,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.20,123.59,101,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.05,121.56,149,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,121.85,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.40,155,4.4,Minahassa Peninsula - Sulawesi,136.5,28.1,78.9,329.01,62.5,95.8
0.27,122.40,155,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,123.16,129,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.95,121.24,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.49,121.15,62,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,120.21,27,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.14,121.86,156,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,123.93,64,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.58,119.42,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.85,123.41,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.31,121.93,166,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.93,121.46,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.57,121.87,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.02,119.85,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.01,122.99,165,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,122.91,16,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.92,103,4.6,Minahassa Peninsula - Sulawesi,,,,,,
0.71,121.92,73,2.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.75,121.57,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.27,122.41,22,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.23,121.89,170,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.66,121.70,70,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.52,122.63,40,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.31,122.01,160,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.95,121.50,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.41,124.02,177,3.8,Minahassa Peninsula - Sulawesi,,,,,,
01.04,120.10,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
1.19,120.46,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.97,121.49,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.97,121.62,16,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,123.16,110,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.17,122.09,164,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.31,122.31,110,2.1,Minahassa Peninsula - Sulawesi,,,,,,
01.09,120.94,21,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.39,120.55,39,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.65,122.43,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,122.90,16,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.79,122.90,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.75,122.71,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
1.12,120.88,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,123.00,64,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.36,122.93,12,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.74,121.64,43,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,123.08,47,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.23,64,3.3,Minahassa Peninsula - Sulawesi,,,,,,
1.15,121.71,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.78,121,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.21,121.82,164,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.59,119.38,19,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.53,119.45,19,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.57,141,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.67,119.44,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.87,122.77,19,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.89,122.05,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.35,122.54,89,1.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.55,121.89,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.13,122.95,139,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,123.24,96,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.87,120.15,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.01,104,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.67,121.54,79,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.30,124.00,196,4.2,Minahassa Peninsula - Sulawesi,,,,,,
1.29,122.18,56,5.2,Minahassa Peninsula - Sulawesi,356.5,65.7,26.2,255.09,66.3,153.3
1.29,122.18,56,5.2,Minahassa Peninsula - Sulawesi,,,,,,
0.37,121.94,166,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.81,122.36,21,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.73,122.14,83,2.5,Minahassa Peninsula - Sulawesi,,,,,,
1.22,122.59,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.82,121.93,39,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.74,121.25,54,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.80,121.18,49,2.8,Minahassa Peninsula - Sulawesi,,,,,,
1.55,121.93,466,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.84,120.11,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.79,121.31,65,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.76,121.80,75,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,122.84,103,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.19,122.84,70,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.38,123.98,206,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,123.26,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,122.75,16,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.02,124.20,65,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.93,122.59,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.46,122.12,82,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.65,122.32,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.22,122.19,172,2.6,Minahassa Peninsula - Sulawesi,,,,,,
01.03,121.27,17,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.28,122.98,60,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,123.33,147,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.22,122.41,144,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.49,120.45,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.88,120.21,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,122.05,196,1.8,Minahassa Peninsula - Sulawesi,,,,,,
0.13,124.13,86,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.14,123.82,72,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.91,66,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.53,122.26,79,2.1,Minahassa Peninsula - Sulawesi,,,,,,
0.87,121.80,55,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.79,122.63,22,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,122.86,16,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.44,119.79,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.08,119.57,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.20,123.99,69,4.2,Minahassa Peninsula - Sulawesi,,,,,,
1.48,121.43,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
01.09,121.72,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.37,123.83,27,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.00,121.34,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.01,123.03,172,3.7,Minahassa Peninsula - Sulawesi,,,,,,
1.20,122.10,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.32,121.93,170,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.98,119.88,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,122.86,27,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.25,122.39,139,2.0,Minahassa Peninsula - Sulawesi,,,,,,
0.19,122.48,127,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.25,122.03,165,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,121.93,19,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,121.54,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.65,134,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.21,122.43,125,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.23,123.85,192,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.85,122.31,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.73,122.19,13,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,123.00,56,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,122.89,72,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,123.09,111,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.25,119.81,29,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.33,121.64,24,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.69,123.53,70,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.23,122.13,177,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.13,122.33,23,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.05,123.26,108,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.49,121.92,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.62,119.86,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.34,121.99,164,2.6,Minahassa Peninsula - Sulawesi,,,,,,
1.34,121.31,37,4.9,Minahassa Peninsula - Sulawesi,,,,,,
0.27,121.96,165,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.24,137,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,122.58,228,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.35,122.01,162,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.74,121.27,79,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.65,124.30,11,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.23,146,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.64,124.64,138,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.43,123.66,239,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.96,175,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.22,121.84,182,3.5,Minahassa Peninsula - Sulawesi,,,,,,
1.32,122.61,13,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.81,122.05,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.31,122.87,69,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.99,94,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.24,123.02,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.20,139,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,122.87,74,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,121.92,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.78,121.93,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.06,124.60,55,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.56,121.58,63,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.31,121.80,191,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.14,123.69,140,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.95,121.98,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.57,119.87,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.83,188,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.87,121.52,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.29,122.65,10,4.2,Minahassa Peninsula - Sulawesi,,,,,,
1.10,121.15,41,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,123.10,11,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,123.18,81,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.91,121.00,13,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.51,123.59,238,4.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.92,122.17,10,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.28,123.03,52,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.30,123.25,80,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.01,123.04,158,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,123.08,99,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.57,123.15,10,1.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.94,121.44,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,122.91,35,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.13,122.48,19,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.26,122.13,161,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,123.03,102,2.0,Minahassa Peninsula - Sulawesi,,,,,,
0.95,119.92,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.54,124.58,11,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.46,122.24,114,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.78,113,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.05,124.38,49,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.26,126,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.05,124.35,27,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.64,123.42,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.65,123.46,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.77,123.55,42,5.0,Minahassa Peninsula - Sulawesi,146.3,43.9,23.7,38.71,73.8,131.3
-0.77,123.55,42,5.0,Minahassa Peninsula - Sulawesi,,,,,,
0.09,124.36,31,3.3,Minahassa Peninsula - Sulawesi,,,,,,
01.02,121.38,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.43,121.10,94,2.9,Minahassa Peninsula - Sulawesi,,,,,,
1.41,121.29,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.45,123.14,17,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.47,124.88,216,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.29,122.26,141,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.54,121.18,70,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.43,124.19,50,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.14,124.23,28,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.48,121.33,73,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.56,121.15,75,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.09,124.37,38,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.30,123.24,32,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.36,122.93,13,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.02,124.35,27,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.16,124.27,39,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,123.00,27,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.52,121.32,68,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.99,120.27,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,122.88,152,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.05,124.03,29,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.89,122.84,51,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.59,121.59,94,3.3,Minahassa Peninsula - Sulawesi,,,,,,
01.05,122.36,38,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,123.69,314,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.28,122.16,131,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.34,122.02,174,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.29,124.09,124,4.3,Minahassa Peninsula - Sulawesi,,,,,,
0.16,122.53,137,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,122.75,15,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.10,122.67,11,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.13,122.79,101,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.57,122.27,113,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.05,119.66,15,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.26,138,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.24,122.89,86,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.12,124.71,91,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.52,123.40,59,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.59,122.29,106,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,123.95,87,4.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,123.44,132,4.5,Minahassa Peninsula - Sulawesi,,,,,,
0.59,122.93,282,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,123.00,11,2.5,Minahassa Peninsula - Sulawesi,,,,,,
1.11,120.06,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,119.78,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.67,121.41,27,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.99,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,122.86,72,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,122.93,118,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.28,122.95,27,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.18,123.63,87,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.32,124.08,169,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.65,121.80,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,123.78,307,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.21,123.51,81,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.29,122.01,170,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.74,119.40,11,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.57,123.67,29,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,123.08,146,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.34,120.55,67,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.33,123.02,44,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.94,124.17,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.69,122.21,67,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.83,116,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.30,121.98,159,2.7,Minahassa Peninsula - Sulawesi,,,,,,
1.39,123.16,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.13,162,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.20,122.76,53,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.55,121.92,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.69,122.58,27,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.02,123.65,123,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.80,121.89,39,2.8,Minahassa Peninsula - Sulawesi,,,,,,
1.52,124.58,250,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.39,122.32,110,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.42,119.79,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.26,122.13,158,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,123.58,27,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,119.70,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.62,110,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.40,122.03,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,122.86,124,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.70,121.79,63,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.91,122,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.04,123.27,71,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.41,119.78,10,2.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.05,123.98,58,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.37,122.46,67,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.38,122.14,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,122.96,157,5.3,Minahassa Peninsula - Sulawesi,58.9,28.4,63.2,268.79,64.9,103.7
-0.06,122.96,157,5.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.49,123.06,64,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.16,147,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.22,122.93,69,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.97,120.25,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
1.17,121.71,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.40,120.56,53,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.37,122.97,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,123.61,18,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,123.16,99,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.38,123.69,230,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,122.93,16,3.4,Minahassa Peninsula - Sulawesi,,,,,,
1.14,122.56,11,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.76,117,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.86,121.38,18,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.85,121.52,10,4.2,Minahassa Peninsula - Sulawesi,,,,,,
01.02,122.65,40,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.34,119.44,13,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,122.89,151,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.91,122.22,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.65,121.60,68,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.80,119.92,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,122.33,15,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,122.96,182,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.33,122.38,113,5.0,Minahassa Peninsula - Sulawesi,,,,,,
0.66,120.57,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.56,122.21,148,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.67,122.50,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.91,121.51,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,121.93,221,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.32,122.06,12,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.92,201,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.43,124.58,245,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.31,122.13,154,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.65,122.51,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,122.54,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,122.79,50,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,122.53,10,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,122.54,10,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.72,122.50,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.95,122.62,11,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.68,122.54,10,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.67,122.56,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.80,122.45,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.39,122.14,118,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,122.89,124,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.23,120.21,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
