lat,lon,depth,mag,remark,strike1,dip1,rake1,strike2,dip2,rake2
-3.43,131.82,139,3.9,Irian Jaya Region - Indonesia,,,,,,
-4.27,133.78,30,4.6,Irian Jaya Region - Indonesia,,,,,,
-0.49,132.73,11,4.6,Irian Jaya Region - Indonesia,,,,,,
-1.28,133.52,83,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.43,132.67,10,4.8,Irian Jaya Region - Indonesia,,,,,,
-0.28,132.86,58,4.9,Irian Jaya Region - Indonesia,,,,,,
-2.95,132.53,72,3.5,Irian Jaya Region - Indonesia,,,,,,
-0.37,132.89,13,4.0,Irian Jaya Region - Indonesia,,,,,,
0.00,132.67,121,3.8,Irian Jaya Region - Indonesia,,,,,,
-3.55,135.54,45,5.5,Irian Jaya Region - Indonesia,,,,,,
-0.70,130.18,35,4.5,Irian Jaya Region - Indonesia,,,,,,
-0.66,132.52,10,4.7,Irian Jaya Region - Indonesia,,,,,,
-0.45,132.51,10,4.8,Irian Jaya Region - Indonesia,,,,,,
-4.69,133.90,113,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.35,132.62,10,4.7,Irian Jaya Region - Indonesia,,,,,,
-0.81,133.63,19,4.8,Irian Jaya Region - Indonesia,,,,,,
-0.75,132.99,87,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.66,133.07,33,5.3,Irian Jaya Region - Indonesia,,,,,,
-2.16,134.02,10,3.6,Irian Jaya Region - Indonesia,,,,,,
-2.52,134.38,67,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.52,133.00,22,4.7,Irian Jaya Region - Indonesia,,,,,,
-4.65,134.07,10,5.1,Irian Jaya Region - Indonesia,,,,,,
-1.09,133.45,112,4.4,Irian Jaya Region - Indonesia,,,,,,
-3.36,131.01,31,4.3,Irian Jaya Region - Indonesia,,,,,,
-1.06,131.64,11,3.3,Irian Jaya Region - Indonesia,,,,,,
-5.00,134.08,14,5.5,Irian Jaya Region - Indonesia,,,,,,
-0.28,131.86,102,3.7,Irian Jaya Region - Indonesia,,,,,,
-0.53,133.34,30,4.3,Irian Jaya Region - Indonesia,,,,,,
-1.31,132.24,12,3.9,Irian Jaya Region - Indonesia,,,,,,
-0.80,131.93,10,4.1,Irian Jaya Region - Indonesia,,,,,,
-4.79,134.15,15,5.2,Irian Jaya Region - Indonesia,,,,,,
-0.45,132.98,40,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.55,132.98,50,6.3,Irian Jaya Region - Indonesia,,,,,,
-0.43,132.31,30,4.6,Irian Jaya Region - Indonesia,,,,,,
-0.81,133.55,19,5.2,Irian Jaya Region - Indonesia,,,,,,
-3.55,131.51,22,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.49,132.23,10,3.9,Irian Jaya Region - Indonesia,,,,,,
-0.81,133.21,40,3.6,Irian Jaya Region - Indonesia,,,,,,
-3.27,135.74,22,4.2,Irian Jaya Region - Indonesia,,,,,,
-1.36,134.25,10,3.9,Irian Jaya Region - Indonesia,,,,,,
-3.36,135.63,97,5.0,Irian Jaya Region - Indonesia,,,,,,
-3.87,131.58,59,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.44,133.21,26,4.5,Irian Jaya Region - Indonesia,,,,,,
-2.78,135.94,10,4.3,Irian Jaya Region - Indonesia,,,,,,
-0.46,133.14,92,4.2,Irian Jaya Region - Indonesia,,,,,,
-3.13,135.37,18,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.76,134.43,99,4.7,Irian Jaya Region - Indonesia,,,,,,
-4.29,134.31,30,4.7,Irian Jaya Region - Indonesia,,,,,,
-0.64,132.84,10,4.2,Irian Jaya Region - Indonesia,,,,,,
-0.43,132.99,80,6.0,Irian Jaya Region - Indonesia,,,,,,
0.30,132.22,10,4.5,Irian Jaya Region - Indonesia,,,,,,
-0.37,133.03,36,5.5,Irian Jaya Region - Indonesia,,,,,,
-0.53,133.15,30,4.5,Irian Jaya Region - Indonesia,,,,,,
-0.87,134.21,54,5.9,Irian Jaya Region - Indonesia,,,,,,
-0.53,132.30,28,4.7,Irian Jaya Region - Indonesia,,,,,,
-4.26,134.25,24,4.1,Irian Jaya Region - Indonesia,,,,,,
-4.21,134.12,25,4.2,Irian Jaya Region - Indonesia,,,,,,
-3.29,131.19,87,3.8,Irian Jaya Region - Indonesia,,,,,,
-3.08,134.72,107,3.6,Irian Jaya Region - Indonesia,,,,,,
-3.53,132.79,40,3.7,Irian Jaya Region - Indonesia,,,,,,
-4.12,134.54,12,4.8,Irian Jaya Region - Indonesia,,,,,,
-0.03,132.37,10,4.5,Irian Jaya Region - Indonesia,,,,,,
0.00,132.21,83,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.95,135.67,13,3.2,Irian Jaya Region - Indonesia,,,,,,
-0.34,132.78,10,4.6,Irian Jaya Region - Indonesia,,,,,,
-0.99,134.62,2,5.2,Irian Jaya Region - Indonesia,,,,,,
-4.80,133.99,28,4.5,Irian Jaya Region - Indonesia,,,,,,
-3.06,135.76,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-1.14,134.57,10,3.7,Irian Jaya Region - Indonesia,,,,,,
-2.95,136.27,13,5.2,Irian Jaya Region - Indonesia,,,,,,
-0.48,132.84,10,3.1,Irian Jaya Region - Indonesia,,,,,,
-2.99,135.47,41,4.7,Irian Jaya Region - Indonesia,,,,,,
2.34,130.26,119,4.9,Irian Jaya Region - Indonesia,,,,,,
-1.39,131.11,10,4.1,Irian Jaya Region - Indonesia,,,,,,
-4.90,132.10,180,5.7,Irian Jaya Region - Indonesia,,,,,,
-0.32,132.46,10,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.59,132.93,13,4.7,Irian Jaya Region - Indonesia,,,,,,
-2.27,132.55,10,3.3,Irian Jaya Region - Indonesia,,,,,,
-1.42,134.06,18,3.5,Irian Jaya Region - Indonesia,,,,,,
-0.71,132.99,12,4.1,Irian Jaya Region - Indonesia,,,,,,
-4.58,133.34,92,4.9,Irian Jaya Region - Indonesia,,,,,,
-1.06,132.07,10,3.4,Irian Jaya Region - Indonesia,,,,,,
-0.64,133.00,14,3.6,Irian Jaya Region - Indonesia,,,,,,
-0.58,133.50,15,3.5,Irian Jaya Region - Indonesia,,,,,,
-0.82,134.15,10,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.43,132.52,10,3.2,Irian Jaya Region - Indonesia,,,,,,
-3.58,135.60,37,5.0,Irian Jaya Region - Indonesia,,,,,,
-1.13,135.06,23,4.3,Irian Jaya Region - Indonesia,,,,,,
-0.48,133.89,17,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.54,133.80,14,4.1,Irian Jaya Region - Indonesia,,,,,,
-0.32,132.45,10,4.7,Irian Jaya Region - Indonesia,,,,,,
-0.47,133.73,23,4.4,Irian Jaya Region - Indonesia,,,,,,
-3.83,132.90,10,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.53,133.88,82,3.9,Irian Jaya Region - Indonesia,,,,,,
0.33,132.63,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.62,133.47,62,4.2,Irian Jaya Region - Indonesia,,,,,,
-4.64,133.54,69,4.7,Irian Jaya Region - Indonesia,,,,,,
-0.82,133.25,10,3.5,Irian Jaya Region - Indonesia,,,,,,
-0.67,133.39,44,6.0,Irian Jaya Region - Indonesia,,,,,,
-4.68,134.32,10,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.62,133.23,10,3.2,Irian Jaya Region - Indonesia,,,,,,
-0.47,134.00,11,4.6,Irian Jaya Region - Indonesia,,,,,,
0.86,131.67,610,4.7,Irian Jaya Region - Indonesia,,,,,,
-4.59,133.61,36,4.4,Irian Jaya Region - Indonesia,,,,,,
-1.08,133.33,10,3.0,Irian Jaya Region - Indonesia,,,,,,
-2.42,134.30,18,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.04,134.42,15,4.2,Irian Jaya Region - Indonesia,,,,,,
-0.42,132.68,10,3.4,Irian Jaya Region - Indonesia,,,,,,
-3.40,131.24,39,4.6,Irian Jaya Region - Indonesia,,,,,,
0.39,131.65,136,4.6,Irian Jaya Region - Indonesia,,,,,,
-0.49,135.46,10,3.9,Irian Jaya Region - Indonesia,,,,,,
-4.63,133.42,10,3.4,Irian Jaya Region - Indonesia,,,,,,
-4.23,135.27,12,4.3,Irian Jaya Region - Indonesia,,,,,,
-4.79,133.71,24,4.9,Irian Jaya Region - Indonesia,,,,,,
-2.70,134.46,10,3.6,Irian Jaya Region - Indonesia,,,,,,
-0.69,135.99,13,5.0,Irian Jaya Region - Indonesia,,,,,,
-4.63,133.51,19,4.3,Irian Jaya Region - Indonesia,,,,,,
-1.26,134.05,60,3.2,Irian Jaya Region - Indonesia,,,,,,
-1.84,140.09,20,3.3,Irian Jaya Region - Indonesia,,,,,,
-0.79,133.11,10,3.2,Irian Jaya Region - Indonesia,,,,,,
-0.25,132.64,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.30,132.74,20,3.6,Irian Jaya Region - Indonesia,,,,,,
0.92,130.14,258,5.2,Irian Jaya Region - Indonesia,,,,,,
-0.43,132.73,12,3.5,Irian Jaya Region - Indonesia,,,,,,
-3.54,131.23,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.65,133.18,50,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.98,133.31,10,4.9,Irian Jaya Region - Indonesia,,,,,,
-0.58,134.55,35,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.20,135.70,10,3.7,Irian Jaya Region - Indonesia,,,,,,
-2.62,134.29,10,4.1,Irian Jaya Region - Indonesia,,,,,,
-2.47,134.19,15,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.58,133.90,10,2.9,Irian Jaya Region - Indonesia,,,,,,
-0.57,134.28,21,3.6,Irian Jaya Region - Indonesia,,,,,,
-0.75,133.12,10,4.2,Irian Jaya Region - Indonesia,,,,,,
-0.57,133.04,10,4.0,Irian Jaya Region - Indonesia,,,,,,
2.22,133.09,10,6.1,Irian Jaya Region - Indonesia,,,,,,
-0.82,133.20,10,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.80,133.24,11,3.5,Irian Jaya Region - Indonesia,,,,,,
-0.76,133.14,10,3.7,Irian Jaya Region - Indonesia,,,,,,
-0.75,133.01,17,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.61,140.29,19,4.6,Irian Jaya Region - Indonesia,,,,,,
-3.84,133.02,47,4.5,Irian Jaya Region - Indonesia,,,,,,
-0.73,133.26,15,3.6,Irian Jaya Region - Indonesia,,,,,,
-3.73,133.79,148,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.68,133.21,26,4.4,Irian Jaya Region - Indonesia,,,,,,
-1.03,133.14,10,4.7,Irian Jaya Region - Indonesia,,,,,,
-3.22,135.21,11,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.97,132.76,10,4.3,Irian Jaya Region - Indonesia,,,,,,
-0.67,133.14,10,4.1,Irian Jaya Region - Indonesia,,,,,,
-3.57,135.52,15,4.5,Irian Jaya Region - Indonesia,,,,,,
1.41,130.10,10,4.0,Irian Jaya Region - Indonesia,,,,,,
-0.19,133.34,112,4.3,Irian Jaya Region - Indonesia,,,,,,
-0.47,132.83,15,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.79,131.46,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.60,132.87,10,3.4,Irian Jaya Region - Indonesia,,,,,,
-0.30,132.88,10,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.68,133.13,10,3.9,Irian Jaya Region - Indonesia,,,,,,
-3.22,131.01,103,4.2,Irian Jaya Region - Indonesia,,,,,,
0.07,133.26,60,3.7,Irian Jaya Region - Indonesia,,,,,,
-0.75,135.87,63,4.2,Irian Jaya Region - Indonesia,,,,,,
-1.66,133.94,11,3.6,Irian Jaya Region - Indonesia,,,,,,
-1.67,133.78,13,4.5,Irian Jaya Region - Indonesia,,,,,,
-4.37,133.64,24,4.4,Irian Jaya Region - Indonesia,,,,,,
-4.03,136.00,10,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.57,133.80,13,4.7,Irian Jaya Region - Indonesia,,,,,,
-1.33,134.04,10,3.5,Irian Jaya Region - Indonesia,,,,,,
-1.60,135.75,16,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.28,135.28,71,3.7,Irian Jaya Region - Indonesia,,,,,,
-1.47,134.38,12,4.4,Irian Jaya Region - Indonesia,,,,,,
-1.54,135.16,26,4.0,Irian Jaya Region - Indonesia,,,,,,
-1.94,136.50,42,4.9,Irian Jaya Region - Indonesia,,,,,,
-3.98,131.54,74,4.1,Irian Jaya Region - Indonesia,,,,,,
-1.87,136.32,10,3.8,Irian Jaya Region - Indonesia,,,,,,
-0.72,133.28,61,4.5,Irian Jaya Region - Indonesia,,,,,,
-4.07,133.88,55,4.6,Irian Jaya Region - Indonesia,,,,,,
-3.98,133.47,38,4.8,Irian Jaya Region - Indonesia,,,,,,
-2.24,135.60,10,4.1,Irian Jaya Region - Indonesia,,,,,,
-0.22,133.00,48,4.6,Irian Jaya Region - Indonesia,,,,,,
0.24,133.04,118,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.87,131.07,33,4.0,Irian Jaya Region - Indonesia,,,,,,
0.18,132.83,28,3.7,Irian Jaya Region - Indonesia,,,,,,
-0.22,132.92,102,4.3,Irian Jaya Region - Indonesia,,,,,,
-0.42,133.06,22,5.0,Irian Jaya Region - Indonesia,,,,,,
-0.58,133.89,18,3.6,Irian Jaya Region - Indonesia,,,,,,
-2.07,136.37,10,4.6,Irian Jaya Region - Indonesia,,,,,,
-0.77,133.39,16,4.2,Irian Jaya Region - Indonesia,,,,,,
-3.12,131.02,10,3.1,Irian Jaya Region - Indonesia,,,,,,
-3.25,131.16,70,4.0,Irian Jaya Region - Indonesia,,,,,,
-3.34,131.38,15,3.7,Irian Jaya Region - Indonesia,,,,,,
-3.17,131.09,10,4.7,Irian Jaya Region - Indonesia,,,,,,
-3.14,131.18,23,4.6,Irian Jaya Region - Indonesia,,,,,,
-3.18,131.14,10,4.5,Irian Jaya Region - Indonesia,,,,,,
-3.11,131.02,10,3.3,Irian Jaya Region - Indonesia,,,,,,
-3.25,131.08,25,3.9,Irian Jaya Region - Indonesia,,,,,,
-3.20,131.04,17,4.0,Irian Jaya Region - Indonesia,,,,,,
-3.23,131.08,19,3.5,Irian Jaya Region - Indonesia,,,,,,
-3.28,131.10,21,3.9,Irian Jaya Region - Indonesia,,,,,,
-3.27,131.09,24,4.1,Irian Jaya Region - Indonesia,,,,,,
-3.30,131.09,24,5.7,Irian Jaya Region - Indonesia,,,,,,
-3.16,131.20,10,2.9,Irian Jaya Region - Indonesia,,,,,,
-0.94,130.72,10,2.9,Irian Jaya Region - Indonesia,,,,,,
-3.36,131.10,56,4.3,Irian Jaya Region - Indonesia,,,,,,
-3.35,131.11,62,4.4,Irian Jaya Region - Indonesia,,,,,,
-3.32,131.08,53,4.3,Irian Jaya Region - Indonesia,,,,,,
-3.11,131.08,10,3.9,Irian Jaya Region - Indonesia,,,,,,
-2.15,132.50,10,3.1,Irian Jaya Region - Indonesia,,,,,,
0.06,132.94,10,4.8,Irian Jaya Region - Indonesia,,,,,,
-3.20,131.10,13,3.3,Irian Jaya Region - Indonesia,,,,,,
-0.85,133.16,10,3.1,Irian Jaya Region - Indonesia,,,,,,
-3.33,131.14,66,4.4,Irian Jaya Region - Indonesia,,,,,,
-0.52,133.54,59,3.1,Irian Jaya Region - Indonesia,,,,,,
-0.79,133.07,10,5.1,Irian Jaya Region - Indonesia,,,,,,
-0.41,132.55,10,4.3,Irian Jaya Region - Indonesia,,,,,,
-4.09,134.82,152,4.5,Irian Jaya Region - Indonesia,,,,,,
-3.26,131.06,49,4.3,Irian Jaya Region - Indonesia,,,,,,
-1.73,132.31,10,3.4,Irian Jaya Region - Indonesia,,,,,,
-0.29,132.79,10,4.2,Irian Jaya Region - Indonesia,,,,,,
-1.87,136.37,10,4.5,Irian Jaya Region - Indonesia,,,,,,
-2.92,132.25,88,3.1,Irian Jaya Region - Indonesia,,,,,,
-4.91,133.71,53,4.4,Irian Jaya Region - Indonesia,,,,,,
-4.70,133.42,24,4.1,Irian Jaya Region - Indonesia,,,,,,
0.23,122.61,89,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.26,120.96,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.66,121.10,11,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.62,123.28,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.69,120.16,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.69,122.10,49,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.00,123.75,91,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.07,106,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.60,121.75,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
1.13,121.36,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.10,123.87,131,3.4,Minahassa Peninsula - Sulawesi,,,,,,
01.01,122.32,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.59,121.59,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.50,121.82,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,121.83,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
1.78,121.54,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.69,121.67,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
01.03,122.17,58,5.0,Minahassa Peninsula - Sulawesi,102.8,47.4,102.9,264.09,44.2,76.4
01.03,122.17,58,5.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,123.03,63,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.49,121.92,103,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.61,121.71,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.15,123.26,168,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.27,121.84,181,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.61,119.84,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
1.21,121.83,10,4.3,Minahassa Peninsula - Sulawesi,,,,,,
0.44,121.32,88,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,122.07,10,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.33,123.01,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.17,121.21,29,2.1,Minahassa Peninsula - Sulawesi,,,,,,
0.85,121.18,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.27,121.97,166,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.56,123.63,221,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.50,119.74,19,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.99,121.27,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.19,123.23,98,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.35,122.13,159,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.76,123.58,69,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.09,119.70,10,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.90,121.58,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.45,120.05,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.96,121.11,17,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.78,120.14,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.58,122.44,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
1.30,121.35,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.53,121.81,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.51,119.79,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.29,122.88,83,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,122.12,17,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.84,122.65,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,122.17,12,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.77,120.28,10,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,123.09,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.26,124.91,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.49,122.92,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,119.78,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.86,122.03,10,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.32,122.27,29,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.22,122.40,109,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.50,121.75,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,121.71,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.83,121.43,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.46,120.82,32,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.73,122.02,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.46,120.88,33,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.41,122.47,100,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,122.38,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,119.71,10,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.55,121.75,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.61,119.72,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,119.84,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.54,121.82,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.90,122.44,19,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.93,122.42,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.02,122.94,188,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.60,123.20,11,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.44,118,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,123.06,12,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.65,119.96,61,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.87,122.42,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,123.03,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.24,123.17,150,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.19,123.51,16,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.31,121.87,165,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.41,122.95,28,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.93,122.42,13,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.29,122.86,85,3.5,Minahassa Peninsula - Sulawesi,,,,,,
1.79,122.01,10,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.52,119.78,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.10,123.54,26,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,122.92,59,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,119.84,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.69,124.79,121,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.12,124.21,90,5.0,Minahassa Peninsula - Sulawesi,,,,,,
0.84,123.18,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.47,122.53,100,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.22,121.28,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,122.98,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
1.95,121.14,15,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.57,119.69,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.22,123.90,202,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,123.90,88,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.15,135,4.0,Minahassa Peninsula - Sulawesi,,,,,,
1.10,120.08,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.72,121.78,10,4.7,Minahassa Peninsula - Sulawesi,336.4,39.4,-13.8,77.12,81.3,-128.6
-0.72,121.78,10,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.37,122.12,138,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.41,122.00,91,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.22,121.73,197,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.74,121.72,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.34,121.67,750,5.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.37,121.78,65,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.94,121.04,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
1.13,121.13,43,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.91,123.08,56,4.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.86,121.64,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.21,124.71,32,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.29,56,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.99,120.29,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,123.76,10,4.3,Minahassa Peninsula - Sulawesi,,,,,,
0.32,122.12,166,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.33,122.09,136,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.98,25,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.23,122.36,154,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.76,121.96,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
1.60,122.67,16,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,123.10,68,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,121.91,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.20,41,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.41,124.82,57,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.30,122.87,55,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.37,120.34,36,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,122.06,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.52,119.82,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.90,121.14,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.33,128,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.67,121.88,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.09,123.76,112,3.7,Minahassa Peninsula - Sulawesi,,,,,,
1.19,120.41,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.23,121.71,205,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.37,119.44,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,122.89,132,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.28,122.85,45,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.50,121.18,57,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.51,120.71,15,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.11,124.02,58,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.24,123.01,85,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.63,121.85,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.73,122.61,43,2.8,Minahassa Peninsula - Sulawesi,,,,,,
